Title,SMILES,Category,Actividad
CP-249,[C@H]23[C@@]([C@@]1(C(=CC(=O)C=C1)CC2)C)([C@H](C[C@]4([C@H]3CC[C@@]4(C([C@@H](OC(C)=O)C)=O)O)C)O)F,CP,1
CP-250,[C@H]24[C@H]1[C@@]([C@](C(CO)=O)(O)CC1)(C[C@@H]([C@@H]2[C@@]3(C(=CC(=O)C=C3)[C@H](C4)F)C)O)C,CP,1
CP-251,[C@@]4(OC(=O)CCCC)(C3(C(C2C(C1(C(=CC(=O)C=C1)C(F)C2)C)C(O)C3)CC4)C)C(=O)CO,CP,1
CP-252,[C@H]23[C@@]([C@@]1(C(=CC(C(=C1)Cl)=O)[C@H](C2)F)C)([C@H](C[C@]4(C3C[C@H]([C@@]4(C(CO)=O)O)C)C)O)F,CP,1
CP-253,[C@@]4([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(Cl)[C@H](C3)O)C[C@H]4C)C)(C(COC(C)=O)=O)OC(CCC)=O,CP,1
CP-254,[C@H]24[C@H]1[C@@]([C@](C(CO)=O)(O)CC1)(C[C@@H]([C@@H]2[C@@]3(C(=CC(=O)C=C3)[C@H](C4)C)C)O)C,CP,1
CP-255,[C@H]24[C@H]1[C@@]([C@](C(COC(C)=O)=O)(O)CC1)(C[C@@H]([C@@H]2[C@@]3(C(=CC(=O)C=C3)[C@H](C4)C)C)O)C,CP,1
CP-256,[C@H]24[C@H]1[C@@]([C@](C(COC(CCC(O)=O)=O)=O)(O)CC1)(C[C@@H]([C@@H]2[C@@]3(C(=CC(=O)C=C3)[C@H](C4)C)C)O)C,CP,1
CP-257,[C@]12(C(=CC(C=C1)=O)[C@H](C[C@H]3[C@H]4[C@](C[C@@H]([C@H]23)O)([C@](C(=O)CO)(O)[C@@H](C4)C)C)F)C,CP,1
CP-258,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)CC[C@@]4(C(COC(C)=O)=O)O)C,CP,1
CP-259,[C@]14([C@@](C(=O)COC(CCC(=O)[O-])=O)(CC[C@H]1[C@@H]3CCC2=CC(C=C[C@@]2([C@H]3[C@H](C4)O)C)=O)O)C.[Na+],CP,1
CP-260,C(C)CCC(=O)OC3(CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C)C(=O)CO,CP,1
CP-261,[C@]14([C@](OC(=O)CC)([C@@H](CC1C3[C@@](F)(C2(C(=CC(=O)C=C2)[C@@H](F)C3)C)[C@@H](O)C4)C)C(SC)=O)C,CP,1
CP-262,CSC(=O)C3(O)C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C,CP,1
CP-263,[C@]34([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]([C@@]4(C(COC(C)=O)=O)O)OC(C)=O)C,CP,1
CP-264,CC4CC3C2CC(F)C1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)CCl,CP,1
CP-265,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,CP,1
CP-266,CN1C(=O)C(O)N=C(c2ccccc2)c3cc(Cl)ccc13,CP,1
CP-267,CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+]([O-])=O,CP,1
CP-268,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,CP,1
CP-269,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,CP,1
CP-270,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,CP,1
CP-271,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,CP,1
CP-272,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,CP,1
CP-273,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,CP,1
CP-274,C1=C(Cl)C=CC2=C1C(=NC(OC(N(C)C)=O)C(N2C)=O)C3=CC=CC=C3,CP,1
CP-275,C1=C(Cl)C=CC2=C1C(=NC(O)C(N2CCC#N)=O)C3=CC=CC=C3F,CP,1
CP-276,C1=C(Cl)C=CC2=C1C(=NCC(N2CC[S](CC)(=O)=O)=O)C3=CC=CC=C3F,CP,1
CP-277,CN2C(=O)C(O)N=C(c1ccccc1F)c3cc(Cl)ccc23,CP,1
CP-278,C1=CC(=CC2=C1N(C(CN=C2C3=CC=CC=C3)=O)C[P](C)(C)=O)Cl,CP,1
CP-279,C1=C(Cl)C=CC2=C1C(=NC(O)C(N2C)=O)C3=CC=CC=C3Cl,CP,1
CP-280,[C@H]2(N=C(C1=C(C=CC(=C1)[N+](=O)[O-])NC2=O)C3=CC=CC=C3Cl)C,CP,1
CP-281,C1=C([N+](=O)[O-])C=CC2=C1C(=NCC(N2COC)=O)C3=CC=CC=C3,CP,1
CP-282,C1=C([N+]([O-])=O)C=CC2=C1C(=NCC(=O)N2C)C3=CC=CC=C3,CP,1
CP-283,C1=C(Cl)C=CC2=C1C(=NC(C(=O)N2)OC(C(C)(C)C)=O)C3=CC=CC=C3,CP,1
CP-284,C1=C(Cl)C=CC2=C1C(=NCC(N2CC(CO)O)=O)C3=CC=CC=C3F,CP,1
CP-285,C1=C(Cl)C=CC2=C1C(=NCC(N2)=O)C3=CC=CC=C3Cl,CP,1
CP-286,C1=C(Cl)C=CC2=C1C(=NC(O)C(N2CCO)=O)C3=CC=CC=C3F,CP,1
CP-287,C1=C(Cl)C=CC2=C1C(=NC(C(=O)N2)C(OCC)=O)C3=CC=CC=C3F,CP,1
CP-288,C1=C(Cl)C=CC2=C1C(=NCC(=O)N2C)C3=CC=CC=C3F,CP,1
CP-289,C1=C(Cl)C=CC2=C1C(=NCC(=O)N2CC(F)(F)F)C3=CC=CC=C3,CP,1
CP-290,C1=C(Cl)C=CC2=C1C(=NCC(N2CC#C)=O)C3=CC=CC=C3,CP,1
CP-291,ClC1=CC=C(C2=C1)SC3=C(N2CCCNC)C=CC=C3,CP,1
CP-292,ClC1=CC=C(SC(C=CC=C2)=C2N3CCCN)C3=C1,CP,1
CP-293,CN(C)CCCN1c2ccccc2Sc3ccccc13,CP,1
CP-294,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,CP,1
CP-295,CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,CP,1
CP-296,CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F,CP,1
CP-297,CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(C)=O,CP,1
CP-298,N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCNC,CP,1
CP-299,N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCN,CP,1
CP-300,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,CP,1
CP-301,CCc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1,CP,1
CP-302,COc1ccc2Sc3ccccc3N(CCCN(C)C)c2c1,CP,1
CP-303,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,CP,1
CP-304,CNCCCN1c2ccccc2Sc3ccccc13,CP,1
CP-305,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)C(CN(C)C)=O,CP,1
CP-306,C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)C(CCN(CC)CC)=O,CP,1
CP-307,C1=CC2=C(C=C1)SC3=C(N2CC(C)N(C)C)C=C(C=C3)C(=O)C,CP,1
CP-308,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)C,CP,1
CP-309,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)N(C)C,CP,1
CP-310,C1=C(C#N)C=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)C,CP,1
CP-311,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CCN(CC)CC,CP,1
CP-312,C1=CC=CC3=C1N(C2=C(C=CC=C2)S3)CC(N(CC)CC)C,CP,1
CP-313,[C@H](CN1C3=C(SC2=C1C=CC=C2)C=CC(=C3)OC)(CN(C)C)C,CP,1
CP-314,C1=C(SC)C=CC3=C1N(C2=C(C=CC=C2)S3)CC(CN(C)C)C,CP,1
CP-315,C1=CC=CC2=C1N(C3=C(S2)C=CC=C3)CC(C)N(C)C,CP,1
CP-316,C1=CC=C2C(=C1)SC3=C(N2CC(C)CN(C)C)C=C(C=C3)C(F)(F)F,CP,1
CN-49,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CN,0
CN-50,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO,CN,0
CN-51,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,CN,0
CN-52,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,CN,0
CN-53,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,CN,0
CN-54,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CN,0
CN-55,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,CN,0
CN-56,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O,CN,0
CP-317,C(O)C(=O)C4(O)C3(C(C2C(C1(C(=CC(=O)CC1)CC2)C)CC3)CC4)C,CP,1
CP-318,[C@H]23[C@@]([C@@]1(C(=CC(=O)CC1)CC2)C)([C@H](C[C@]4([C@H]3CC[C@@]4(C(CO)=O)O)C)O)F,CP,1
CP-319,[C@H]23[C@@]([C@@]1(C(=CC(=O)CC1)CC2)C)([C@H](C[C@]4([C@H]3CC[C@@]4(C(COC(C)=O)=O)O)C)O)F,CP,1
CP-320,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@H](C3)O)CC[C@@]4(C(COC(CN(CC)CC)=O)=O)O)C,CP,1
CP-321,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@H](C3)O)CC4)C)(C(COC(C)=O)=O)OC(CC)=O,CP,1
CP-322,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@@H](O)C3)CC[C@]4(O)C(=O)COC(=O)CCC(O)=O)C.O,CP,1
CP-323,[C@@]4(OC(=O)CCCC)(C3(C(C2C(C1(C(=CC(=O)CC1)CC2)C)C(O)C3)CC4)C)C(=O)CO,CP,1
CP-324,[C@@H]23[C@H]([C@H]1[C@]([C@@H](C(C)=O)CC1)(C)C[C@@H]2O)C[C@H](C)C4=CC(=O)CC[C@]34C,CP,1
CP-325,CCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,CP,1
CP-326,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@@H](O)C[C@@]3([C@](C(CS)=O)(O)CC4)C,CP,1
CP-327,[C@@H]23[C@H]([C@H]1[C@]([C@](C(CSC(C(C)(C)C)=O)=O)(O)CC1)(C)C[C@@H]2O)CCC4=CC(=O)CC[C@]34C,CP,1
CP-328,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)CC[C@@]3([C@](O)([C@H](O)C4)C(=O)C)C,CP,1
CP-329,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)[C@H](C2)C)C)[C@H](C3)O)CC4)C)(C(COC(C)=O)=O)OC(CCC)=O,CP,1
CP-330,[C@]34([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@H](C3)O)CC[C@@]4(C(COC(C)=O)=O)O)C,CP,1
CP-331,[C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@H](C3)O)CC4)C)(C(COC(CC)=O)=O)OC(CCC)=O,CP,1
CP-332,[C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)[C@H](C3)O)CC4)C)(OC(CCC)=O)C(CO)=O,CP,1
CP-333,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,CP,1
CP-334,[CCN(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2,CP,1
CP-335,CN(C)CCOC(c1ccccc1)c2ccccc2,CP,1
CP-336,CN(C)CCOC(c1ccccc1)c2ccccc2C,CP,1
CN-57,CC(CN(C)C)OC(C)(c1ccccc1)c2ccc(Cl)cc2,CN,0
CP-337,C2=C(C(C1=CC=CC=C1)(C(OC(=O)C)CC)CC(N(C)C)C)C=CC=C2,CP,1
CP-338,[C@H](C(C1=CC=CC=C1)(C2=CC=CC=C2)C[C@H](N(C)C)C)(CC)O,CP,1
CP-339,C1=CC(=CC=C1C(C2=CC=CC=C2)SCCN(C)C)SCCCC,CP,1
CP-340,C2=C(C(C1=CC=CC=C1)(CC(NNC(C)=O)=O)O)C=CC=C2,CP,1
CP-341,C2=C(C(C1=CC=CC=C1)(C(CCCCC)N)O)C=CC=C2,CP,1
CP-342,C2=C(C(C1=CC=CC=C1)[S](CC(N)=O)=O)C=CC=C2,CP,1
CP-343,C2=C(C(C1=CC=CC=C1)OCCNC)C(=CC=C2)C,CP,1
CP-344,C2=C(C(CC(N(C)C)C)(C(CC)O)C1=CC=CC=C1)C=CC=C2,CP,1
CP-345,C2=C(CC1=CC=CC=C1)C(=CC=C2)OCCCCNC,CP,1
CP-346,C2=C(C(OCCN(C)C)C1=CC=CC=C1)C=CC(=C2)Br,CP,1
CP-347,C2=C(C(C1=CC=CC=C1)OCCN(C)C)C(=CC=C2)C(C)(C)C,CP,1
CP-348,C2=C(C(C1=CC=CC=C1)(OCCN(C)C)C)C=CC(=C2)Cl,CP,1
CP-349,C1=CC=CC(=C1)C(C(CN(C)C)O)C2=CC=C(C=C2)Cl,CP,1
CP-350,C1=CC=CC=C1C(C2=CC=CC=C2)(C(CN(C)C)C)C(CC)=O,CP,1
CP-351,C1=CC=CC=C1C(C2=CC=CC=C2)(C(CC)=O)CC(N(C)C)C,CP,1
CP-352,C2=C(C(C1=CC=CC=C1)(CCN(C)C)C(CC)=O)C=CC=C2,CP,1
CP-353,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CP,1
CP-354,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,CP,1
CP-355,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,CP,1
CP-356,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,CP,1
CP-357,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,CP,1
CP-358,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,CP,1
CP-359,C(C1(C(NC(=O)NC1=O)=O)C(C)C)C=C,CP,1
CP-360,C(C1(C(NC(=O)NC1=O)=O)CC)C,CP,1
CP-361,C(C1(C(NC(=O)NC1=O)=O)CCCC)COC(N)=O,CP,1
CP-362,C(C1(C(NC(N(C1=O)C)=O)=O)CC)C,CP,1
CP-363,C(C1(C(NC(=O)NC1=O)=O)CC=C)C(C)O,CP,1
CP-364,C(C1(C(CCC)CC)C(NC(=O)NC1=O)=O)C,CP,1
CP-365,C(C1(C(NC(=O)NC1=O)=O)CC=C)C(=C)Br,CP,1
CP-366,C(C1(C(NC(=O)NC1=O)=O)CC=C)C(C)C,CP,1
CP-367,C(C1(C(NC(=O)NC1=O)=O)CC=C)C(C)(C)C,CP,1
CP-368,C(C(C)C1(CC=C)C(=O)NC(NC1=O)=O)C,CP,1
CP-369,C(C1(C(NC(=O)NC1=O)=O)C(=C/CC)/C)C,CP,1
CP-370,C(C(C1(C(NC(=O)NC1=O)=O)C=C)C)CC,CP,1
CP-371,c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CN(CC1)C(=O)C)=O,CP,1
CP-372,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OC)CN1CCCC1)=O,CP,1
CP-373,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OCC)CN1CCCC1)=O,CP,1
CP-374,c1(CC(N2[C@H](CN(CC2)C(=O)OCCC)CN2CCCC2)=O)cc(c(cc1)Cl)Cl,CP,1
CN-58,c1(ccc(c(c1)Cl)Cl)CC(=O)N1[C@H](CN(C(=O)C)CC1)C[N@@]1C[C@H](O)CC1,CN,0
CN-59,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(C(F)(F)F)cc1,CN,0
CN-60,c1(ccc(cc1)SC)CC(N1[C@H](CN(CC1)C(=O)C)C[N@]1CC[C@H](C1)O)=O,CN,0
CN-61,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)cc(cc(c1)F)F,CN,0
CN-62,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)cc(ccc1)OC,CN,0
CN-63,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc(N(=O)=O)cc1,CN,0
CN-64,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(OC)cc1,CN,0
CN-65,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)cc(ccc1)N(=O)=O,CN,0
CN-66,c1(ccccc1)CC(N1[C@H](CN(CC1)C(=O)C)C[N@]1CC[C@H](C1)O)=O,CN,0
CN-67,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc([S@](=O)C)cc1,CN,0
CN-68,c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc(S(=O)(=O)C)cc1,CN,0
CP-375,c1(ccc(c(c1)Cl)Cl)CC(=O)N1[C@H](C[N@@](C)CC1)CN1CCCC1,CP,1
CN-69,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](C[N@@]2C[C@@H](CC2)O)C[N@](CC1)CCO)=O,CN,0
CN-70,CCNC(=NC#N)NCCSCc1c(cccn1)Br,CN,0
CP-376,n(ccc1)c(c1)CCN(C)C,CP,1
CP-377,n(ccc1)c(c1)CCNC,CP,1
CP-378,CCc1cc(ccn1)C(N)=S,CP,1
CN-71,NNC(=O)c1ccncc1,CN,0
CN-72,OCc1cccnc1,CN,0
CN-73,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,CN,0
CP-379,c1c(nccc1)CCNC,CP,1
CP-380,c1c(nccc1)CCN(C)C,CP,1
CP-381,c1cc(CCNC)ncc1,CP,1
CP-382,c1cc(CCN(C)C)ncc1,CP,1
CP-383,CCNCc1c(O)c(C)ncc1CSC,CP,1
CP-384,C(C1=CN=CC=C1)(=O)N,CP,1
CP-385,C1=CC=NC=C1C(N(CC)CC)=O,CP,1
CP-386,C1=C(C(=C(O)C(=N1)C)CNCC)CSC,CP,1
CP-387,C1=CN=CC=C1C(NNC(C)C)=O,CP,1
CP-388,[C@]12(OC(O[C@@H]1CC3C2(CC(O)C4(F)C3CCC5=CC(=O)C=CC45C)C)C=C)C(=O)CO,CP,1
CP-389,[C@H]23C([C@@]1(OC(O[C@@H]1C2)(CC)CC)C(=O)CO)(C[C@H](O)[C@@]4(F)C3CCC5=CC(=O)C=CC45C)C,CP,1
CP-390,[C@]12(OC(O[C@@H]1C[C@@H]3C2(CC(O)[C@H]4C3CCC5=CC(=O)C=CC45C)C)(C)C)C(=O)CO,CP,1
CP-391,[C@@]23(Cl)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C5C(CC3Cl)([C@]4(C(=O)CO)OC(O[C@@H]4C5)(C)C)C)C,CP,1
CP-392,[C@]12(OC(O[C@@H]1CC3C2(CC(O)[C@@]4(F)C3C[C@H](F)C5=CC(=O)C=CC45C)C)(C)C)C(=O)C(OC)OC,CP,1
CP-393,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(C)=O)=O,CP,1
CP-394,[C@]34([C@H]([C@H]2C(F)([C@@]1(C(=CC(=O)C=C1)[C@@H](F)C2)C)[C@@H](O)C3)C[C@H]5O[C@H](O[C@@]45C(O[C@@H](OC(OCC)=O)C)=O)CCC)C,CP,1
CP-395,[C@]12(OC(O[C@@H]1CC3C2(C[C@H](Cl)[C@@]4(Cl)C3C[C@H](F)C5=CC(=O)C=CC45C)C)(C)C)C(=O)CF,CP,1
CP-396,[C@H]23C([C@@]1(OC(O[C@@H]1C2)(C)C)C(=O)CCl)(C[C@H](Cl)[C@@]4(Cl)C3C[C@H](F)C5=CC(=O)C=CC45C)C,CP,1
CP-397,[C@@]45([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)[C@H](C3)O)C[C@H]4OC(O5)CCC)C)C(CO)=O,CP,1
CP-398,[C@]12(OC(O[C@@H]1CC3C2(CC(O)[C@H]4C3C[C@H](F)C5=CC(=O)C=CC45C)C)(C)C)C(=O)COC(=O)C,CP,1
CP-399,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)[C@H](C2)F)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(CO)=O,CP,1
CP-400,[C@@]23(F)C1(C(=CC(=O)C=C1)[C@@H](F)CC2C5C(CC3O)([C@]4(C(=O)COC(=O)CC)OC(O[C@@H]4C5)(C)C)C)C,CP,1
CP-401,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(CO)=O,CP,1
CP-402,[C@@]45([C@@]3([C@H]([C@H]2[C@]([C@@]1(C(=CC(=O)C=C1)CC2)C)(F)[C@H](C3)O)C[C@H]4OC(O5)(C)C)C)C(COC(CC(C)(C)C)=O)=O,CP,1
CP-403,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,CP,1
CP-404,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,CP,1
CP-405,CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1,CP,1
CP-406,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,CP,1
CP-407,CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,CP,1
CP-408,CCC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,CP,1
CP-409,CC(CN1CCN(CCOCCO)CC1)CN2c3ccccc3Sc4ccccc24,CP,1
CP-410,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,CP,1
CP-411,C1=C(C(CCC)=O)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(C)CC4,CP,1
CP-412,C1=C(C=CC3=C1N(CCCN2CCN(CC2)CCO)C4=C(S3)C=CC=C4)C(CC)=O,CP,1
CP-413,C1=C(C(F)(F)F)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCOC(CCCCCC)=O)CC4,CP,1
CP-414,C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCO)CC4,CP,1
CP-415,C1=C(Cl)C=CC3=C1N(C2=C(C=CC=C2)S3)CCCN4CCN(CCOC(C)=O)CC4,CP,1
CP-416,C1=CC=CC2=C1N(C3=C(S2)C=CC(=C3)[S](N(C)C)(=O)=O)CCCN4CCN(CC4)C,CP,1
CP-417,C1=C(C=CC3=C1N(CCCN2CCN(CC2)C)C4=C(S3)C=CC=C4)C(F)(F)F,CP,1
CN-74,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,CN,0
CN-75,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,CN,0
CN-76,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O,CN,0
CN-77,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,CN,0
CN-78,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c3ccc(O)cc3,CN,0
CN-79,COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)c3ccc(Cl)c(Cl)c3,CN,0
CN-80,CC1(C)SC2C(NC(=O)C(N=C)c3ccccc3)C(=O)N2C1C(O)=O,CN,0
CN-81,CC(=O)OCOC(=O)C1N2C(SC1(C)C)C(NC(=O)Cc3ccccc3)C2=O,CN,0
CN-82,[Na].CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(O)=O,CN,0
CN-83,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O,CN,0
CN-84,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)[S](O)(=O)=O)C(=O)N2[C@H]1C(O)=O,CN,0
CN-85,[Na+].[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N[S]([O-])(=O)=O)c3ccccc3)C(=O)N2[C@H]1C([O-])=O,CN,0
CN-86,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,CN,0
CN-87,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,CN,0
CN-88,O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(=C(N)/O)/C(=O)[C@@]3(O)C(=O)C2=C(O)c4c(O)cccc14,CN,0
CN-89,O.O.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,CN,0
CN-90,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,CN,0
CN-91,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,CN,0
CN-92,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4ccc(N)c(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,CN,0
CN-93,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCO)C1=O,CN,0
